Student ID,Name,Age,Gender,Attendance,Participation,CS101A,CS102A,CS103A,CS104A,CS105A,CS106A,CS107A,CS108A,CS109A,CS1010A,CS1011A,CS1012A,CS1013A,CS1014A,CS1015A,CS1016A,CS1017A,CS1018A,CS1019A,CS1020A,CS1021A,CS1022A,CS1023A,CS1024A,CS1025A,CS1026A,CS1027A,CS1028A,CS1029A,CS1030A,CS1031A,CS1032A,CS1033A,CS1034A,CS1035A,CS1036A,CS1037A,CS1038A,CS1039A,CS1040A,CGPA
ST-93168,JQCCRRJ,24,Female,61.45670489,55.80323671,B,B,D,D,B,F,E,F,F,B,B,B,E,D,E,D,F,C,B,E,C,C,C,E,D,E,F,D,C,E,D,C,F,D,B,C,D,E,E,E,1.3
ST-36669,LGJQIAG,18,Male,97.02543107,91.44865225,A,B,B,A,B,A,B,B,B,A,B,B,A,A,A,B,A,B,A,A,A,A,B,B,B,A,B,A,A,B,B,A,A,B,A,A,A,A,B,A,3.55
ST-21215,CVTSZTZ,20,Male,64.1897336,70.99895252,C,D,A,E,E,B,A,D,A,B,B,B,E,B,E,A,A,E,D,A,A,D,B,D,C,B,A,C,D,D,B,E,C,E,A,E,B,A,C,E,2.212
ST-51398,LVVSUCY,23,Male,83.80118577,58.28166486,D,B,B,C,C,C,C,A,C,B,A,B,D,A,C,C,D,D,A,A,B,C,D,D,A,B,C,D,A,A,B,D,A,A,D,D,A,B,D,D,2.45
ST-05612,WIKJCRV,26,Male,69.10594541,66.08887009,A,E,A,A,B,D,A,D,D,D,C,B,D,B,B,A,B,C,C,E,D,C,C,D,A,E,B,D,E,C,B,E,A,D,D,C,D,B,D,B,2.088
ST-60998,NBVJSBG,25,Male,95.97405898,99.53976541,B,A,A,A,A,B,A,B,B,B,B,A,B,B,A,B,A,B,A,B,A,A,A,B,B,B,A,A,A,A,A,A,B,B,A,B,A,B,B,B,3.5
ST-60893,RDKXDBG,19,Female,66.48488772,96.73848351,C,C,B,B,B,B,A,C,C,C,A,A,B,B,A,A,B,C,C,A,C,C,B,C,A,B,A,B,C,B,C,A,B,A,C,B,A,C,C,A,2.925
ST-56784,PHUGWZW,19,Female,55.15756248,70.72641159,A,A,E,A,A,B,B,C,E,D,E,B,E,D,B,E,E,A,B,A,C,C,E,E,B,E,D,E,C,D,E,B,C,B,C,E,D,E,B,C,1.912
ST-26933,SXRICUN,21,Male,52.60624828,74.35906061,C,B,C,E,D,A,D,A,E,A,D,E,E,C,D,A,C,E,E,E,A,A,B,A,C,C,C,A,D,D,E,B,A,C,A,C,C,D,B,E,2.088
ST-61369,KGLMGLB,18,Male,69.57647504,78.76997166,B,A,B,B,B,B,C,A,A,D,A,B,D,D,C,B,A,C,C,A,C,D,C,A,B,D,D,C,C,D,D,C,C,D,A,D,B,C,D,B,2.375
ST-48645,ULAZXKL,18,Female,83.95768241,52.98636613,E,B,B,A,E,A,D,A,D,A,D,E,C,B,E,D,A,D,D,B,A,D,B,C,A,E,E,C,E,C,B,B,D,C,B,D,B,E,A,A,2.15
ST-99582,WDMXBHG,25,Female,58.58405641,57.38118211,B,D,D,B,E,E,D,F,E,D,E,C,B,B,E,E,F,B,E,C,C,E,E,D,E,D,B,B,D,B,C,E,F,B,C,F,B,B,D,D,1.438
ST-16772,AUIEAFB,26,Female,72.82448143,62.85506572,C,B,D,D,B,B,B,E,B,B,B,E,C,D,C,E,A,D,D,E,C,D,E,B,B,A,B,E,C,E,C,B,C,A,E,B,E,A,C,D,1.988
ST-03426,YTUXGUQ,20,Male,80.63565907,68.90375708,C,A,B,A,C,C,D,C,C,C,D,D,B,A,B,B,C,A,B,B,D,B,D,D,D,A,D,C,C,B,C,C,D,A,B,D,B,D,C,D,2.25
ST-32935,CHBYPJZ,18,Male,65.03205822,61.68474269,B,E,C,D,D,B,C,C,B,C,A,D,A,E,B,B,E,A,A,B,D,E,A,C,D,C,E,E,C,C,B,E,E,E,C,C,C,E,C,D,1.9
ST-84838,TRQKUZR,20,Female,89.02107181,82.47257967,B,A,A,A,C,B,A,C,A,B,C,C,B,A,C,A,C,B,B,A,B,A,C,C,B,C,B,B,C,B,A,A,B,B,C,C,B,C,C,C,2.9
ST-17396,FOPOKLL,19,Female,67.51891161,74.24130446,B,C,A,A,D,C,B,A,C,D,C,C,C,C,B,A,A,D,D,C,B,D,C,D,B,A,C,D,B,D,D,C,D,B,A,D,D,D,B,B,2.25
ST-49969,NRNBWUX,19,Female,51.37941424,53.06903112,E,F,F,F,D,E,E,E,F,D,C,C,D,D,B,F,C,E,D,B,E,C,C,C,C,C,B,B,E,C,B,B,F,B,B,E,E,F,B,B,1.438
ST-24490,CTKVXEY,20,Male,51.78761035,95.96503131,C,C,C,B,A,A,C,B,A,B,B,B,B,A,B,D,C,A,B,D,B,A,D,C,C,B,C,D,B,D,A,B,B,D,C,A,C,B,D,C,2.575
ST-15864,YNIDBJD,23,Female,71.70865035,79.60277455,D,C,A,B,B,C,D,B,A,B,C,B,C,A,A,B,D,D,C,B,C,B,B,B,C,D,C,D,D,C,A,D,B,A,A,C,C,A,A,D,2.5
ST-64137,EMHOIWS,22,Male,88.11128543,60.48124196,D,B,A,B,D,D,C,D,C,B,C,C,B,B,B,A,B,D,C,B,C,A,C,B,B,D,B,B,A,A,C,A,D,B,A,B,D,A,D,B,2.55
ST-37719,XOWVDWW,18,Male,93.56703627,98.74365428,A,B,A,A,B,A,B,A,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,B,A,B,B,A,B,B,A,B,A,A,A,B,A,B,A,A,3.6
ST-68046,STYFENK,20,Male,58.34838655,65.4825634,E,C,D,A,B,A,C,C,B,E,B,C,A,B,A,A,C,C,B,E,D,D,B,A,E,C,B,E,B,D,D,B,B,B,E,E,A,A,D,D,2.238
ST-52067,MJIMKVN,19,Male,88.13340576,77.40504227,A,C,B,A,C,A,A,B,B,B,B,B,C,C,A,A,A,C,A,C,C,B,C,B,C,A,C,C,B,C,B,A,A,A,A,B,B,A,C,B,3.025
ST-38658,TXGAKGJ,26,Female,77.02445472,63.87257676,C,C,D,B,A,B,D,C,B,C,A,B,D,A,A,B,C,A,C,C,C,B,B,A,A,C,A,B,D,C,A,C,C,A,B,C,B,D,D,C,2.6
ST-72460,MRHMMPR,21,Female,93.30507498,71.27569576,B,A,C,B,C,A,C,A,B,B,C,C,B,B,B,B,C,C,B,A,B,B,B,C,A,A,A,C,A,A,B,C,B,A,C,A,B,B,A,B,3.025
ST-54515,VFHAAZT,26,Female,80.53661636,67.58667558,B,A,D,B,D,C,B,A,C,A,B,C,A,A,B,A,B,D,B,C,C,C,B,D,C,D,B,C,B,C,B,C,C,B,C,C,A,B,A,B,2.625
ST-79859,JMOJWZY,23,Female,66.74152795,77.81858156,C,A,A,C,A,C,B,C,C,A,A,C,A,A,D,B,A,D,C,D,B,D,B,C,C,B,A,A,B,A,A,A,C,A,A,B,A,B,B,A,2.975
ST-03047,SJDBGPT,26,Male,62.14492452,97.93783055,A,B,B,B,B,B,A,C,C,A,A,B,B,B,A,C,B,A,B,A,C,B,B,A,A,B,B,C,C,C,C,C,A,B,C,B,B,C,C,B,2.95
ST-80783,SVSOYQJ,20,Male,98.50829403,70.42366757,B,C,A,A,B,B,A,A,C,A,A,C,A,C,B,A,C,A,A,C,A,A,A,A,B,B,C,B,A,B,A,B,C,B,A,B,C,C,C,C,3.125
ST-13432,JADUUQE,20,Male,66.59219572,57.72512509,D,D,C,B,E,E,B,C,A,E,E,E,D,E,A,D,E,B,C,B,D,D,E,E,D,D,B,C,B,E,B,E,A,B,C,A,C,E,A,B,1.825
ST-53726,IMWCTGZ,18,Male,74.94645112,51.56056362,E,B,C,D,E,C,C,B,B,D,E,D,D,D,D,A,D,D,B,B,A,E,A,B,B,B,C,B,D,B,C,A,E,D,D,D,E,A,B,E,1.962
ST-25446,BNWDPVM,23,Male,73.37991409,65.33425715,A,A,D,B,E,E,C,D,B,C,C,E,D,A,E,A,A,D,B,A,B,E,E,B,D,A,D,D,D,B,B,A,B,E,B,D,A,D,A,B,2.238
ST-96636,BYCAPDH,26,Male,71.96625415,98.45132661,B,B,A,A,A,B,B,B,B,A,C,C,C,A,B,C,A,A,B,C,B,A,A,C,C,B,A,C,B,A,C,B,C,C,B,C,C,B,C,B,2.925
ST-01001,CCCVHFR,19,Male,93.01566399,88.37909153,B,A,B,A,A,B,A,B,A,A,B,B,B,B,B,B,A,B,B,A,B,B,A,B,B,A,B,B,B,A,A,B,B,A,A,A,B,A,B,B,3.4
ST-95636,HMNJDDP,21,Female,75.56390013,52.32703919,E,B,B,D,B,C,C,B,E,C,B,D,E,A,C,A,A,A,E,C,A,D,A,A,B,A,D,B,A,E,B,E,D,A,D,B,E,E,D,A,2.3
ST-11024,HJLWTJP,20,Male,60.67387845,86.38048605,D,A,D,D,A,D,D,D,A,A,A,A,D,A,A,B,C,B,D,A,A,C,D,A,A,B,D,C,C,D,B,B,B,B,C,A,D,C,B,A,2.6
ST-76819,WZNOGLH,18,Female,79.76043447,82.91666174,C,C,A,C,C,A,C,B,A,A,C,A,A,C,B,B,B,B,A,C,B,B,C,A,C,C,C,A,B,C,A,A,B,B,C,B,C,C,C,B,2.85
ST-49742,CBVEBQW,18,Female,69.61441522,93.82615193,C,A,C,C,C,B,C,C,A,A,C,C,A,A,C,C,C,C,C,A,A,C,A,A,A,C,A,C,B,C,A,C,A,C,B,C,B,C,B,C,2.775
ST-14166,QERCIAW,18,Male,94.84251601,73.64187882,C,C,C,A,A,A,C,B,A,C,C,C,A,B,C,B,C,C,C,A,B,A,A,B,A,A,C,A,A,B,A,A,A,B,A,A,C,A,B,B,3.125
ST-02483,VLQFMFH,22,Male,74.56342939,50.85061516,A,C,B,D,B,A,A,C,D,A,D,A,D,D,A,B,E,D,E,A,D,E,D,E,B,A,A,E,B,D,B,B,B,A,B,A,D,C,D,C,2.312
ST-05059,EUHDUBF,18,Female,72.21526758,85.64178484,D,A,C,C,D,B,B,D,C,A,D,D,B,D,D,B,B,C,A,B,C,D,A,D,C,A,C,C,A,A,C,D,A,C,B,C,C,D,C,B,2.325
ST-59364,JCVQEJC,25,Female,51.22777445,66.10602459,E,B,C,D,E,D,D,B,F,D,D,C,C,F,D,C,F,D,C,B,E,F,C,D,C,E,C,E,C,B,C,C,E,B,B,F,D,C,E,E,1.375
ST-23064,DDKOGHO,18,Female,77.43460475,81.3700452,B,D,D,D,A,B,D,D,B,D,D,D,B,C,B,D,D,C,D,D,A,D,A,B,D,B,D,A,A,D,A,D,D,A,B,D,C,B,D,B,2.1
ST-31140,UCIYARK,25,Female,70.48569622,51.26296028,D,A,C,C,A,C,C,E,E,A,B,E,B,B,A,B,B,B,B,E,D,B,E,B,B,A,B,E,C,A,A,D,C,D,E,E,D,E,A,B,2.238
ST-13809,FEAABYM,20,Male,82.42286947,70.20317701,C,C,C,B,D,A,A,D,B,A,A,C,B,A,B,C,B,A,D,C,C,A,C,A,B,B,D,C,A,C,D,C,B,D,B,D,C,C,B,D,2.5
ST-67823,XSXJLQL,25,Female,54.44861404,80.45932837,A,D,D,E,C,D,E,B,D,B,C,D,A,D,A,E,D,C,C,D,E,C,B,B,E,D,A,A,C,D,B,A,C,B,A,E,A,B,E,A,2.112
ST-60962,OJUYGXN,23,Male,71.89945738,82.6811324,A,C,C,C,B,C,B,A,B,C,D,A,C,D,D,B,D,A,D,D,B,D,D,B,A,C,C,A,B,C,B,A,B,B,C,B,A,C,C,A,2.525
ST-34633,LFNQEYC,20,Male,70.64123397,69.13639483,A,E,C,A,A,E,C,B,C,E,B,D,C,A,E,C,B,E,A,A,C,C,D,E,C,D,D,C,B,D,C,B,A,A,B,D,A,C,D,C,2.2
ST-74228,OUCYNMV,18,Male,76.38047034,83.72393309,C,A,B,C,C,C,C,A,C,C,A,B,C,B,C,C,B,A,C,B,B,C,C,A,C,C,A,B,C,B,A,B,A,B,C,C,B,B,B,C,2.725
ST-57003,DRYVPPK,19,Male,95.69682341,73.16381315,A,A,C,B,A,A,C,A,B,C,A,C,B,A,A,A,A,B,B,B,C,A,C,B,B,A,C,C,A,B,C,C,B,C,A,C,A,B,A,C,3.075
ST-97584,HQEESGK,25,Female,78.69635792,69.49188878,A,B,C,A,A,C,A,B,A,A,D,B,C,A,B,D,A,B,C,A,A,D,A,B,A,D,D,A,B,C,C,A,D,D,D,D,C,B,A,D,2.7
ST-50497,BVODEQS,26,Female,50.61937129,57.52646914,E,F,E,B,E,D,E,D,E,C,E,C,E,C,F,F,F,F,C,F,D,C,C,B,F,B,E,F,B,D,C,C,E,C,C,F,D,E,D,E,1.088
ST-02680,NIATVSC,22,Female,57.48609303,60.86480118,B,C,C,D,B,C,B,B,E,D,F,E,D,D,F,F,F,B,D,F,C,C,C,C,D,C,F,E,F,F,D,E,F,C,D,D,C,B,B,B,1.375
ST-47080,QUZHRNK,21,Female,70.71757831,99.67756259,A,B,A,B,A,B,C,C,C,C,C,C,B,C,A,B,A,A,C,C,B,C,B,A,B,C,A,C,B,A,C,C,C,C,A,A,B,B,C,B,2.85
ST-40972,KRZYNPH,21,Male,64.62952678,52.85301059,F,F,E,C,D,C,C,B,B,D,C,F,D,E,E,C,E,F,E,D,D,C,E,B,B,B,D,D,C,B,E,D,D,F,D,D,B,D,B,B,1.412
ST-28567,FUGZMGI,24,Male,70.97054817,83.20649906,A,D,C,C,A,B,C,A,A,B,C,D,C,B,C,B,C,C,A,D,B,D,D,D,D,C,D,B,B,A,C,A,C,A,C,B,C,D,A,A,2.475
ST-16716,JUIRWRU,23,Male,66.62202647,67.34878604,C,B,E,B,D,C,A,E,D,A,B,C,B,C,A,B,E,C,D,B,D,B,E,A,D,D,D,C,A,A,E,D,E,B,D,E,C,C,C,C,2.013
ST-76622,JZXGDTN,26,Female,83.8487686,66.34938915,A,D,D,C,C,C,A,D,A,B,D,D,A,D,D,D,D,C,B,D,B,D,B,D,C,A,A,D,C,A,A,A,C,A,B,B,B,A,D,D,2.35
ST-98124,DVEZMSD,21,Male,94.18519949,51.63832919,A,A,D,A,A,A,B,C,A,B,B,D,D,A,C,D,B,D,B,B,D,C,C,B,B,C,D,D,B,C,D,B,C,A,C,A,B,C,A,C,2.55
ST-22017,JELPSJV,24,Female,64.57980829,52.27075906,F,B,C,D,F,D,E,B,B,F,E,B,D,C,F,B,C,C,E,F,C,D,C,E,C,D,C,F,C,B,E,C,D,E,C,D,E,C,F,C,1.362
ST-39806,KITNUWL,18,Female,89.68592511,93.99791569,A,A,A,B,A,A,A,B,A,B,A,B,B,A,B,A,A,B,A,B,B,B,A,B,B,B,A,A,B,A,B,A,A,B,B,A,B,B,B,B,3.475
ST-05140,UNFLKCI,18,Female,78.34006316,53.55459797,B,B,A,E,E,E,D,C,C,B,A,D,B,B,E,E,C,B,E,B,B,B,A,A,C,D,E,A,D,A,E,C,E,D,D,E,E,E,B,A,2
ST-81149,GMBIIVV,24,Male,72.11095017,59.17707876,C,A,E,D,D,D,D,A,D,B,A,B,A,E,E,C,C,E,E,E,C,B,A,E,A,D,E,A,B,E,D,E,D,B,D,B,A,D,B,A,2
ST-19385,EGTYXKW,24,Male,68.87725252,81.58144243,D,A,C,B,D,A,B,D,D,A,D,C,D,D,A,B,C,C,B,A,C,C,D,D,D,C,B,D,D,B,B,B,D,C,B,B,D,B,D,B,2.175
ST-50909,BLTLFIX,23,Female,72.02043345,86.70765389,C,D,C,B,B,C,C,D,D,C,B,B,A,C,D,C,B,C,D,C,B,C,B,A,A,D,C,B,C,A,C,B,B,D,A,C,B,A,A,D,2.425
ST-08606,KVCURKO,21,Male,64.32806632,73.25950042,E,C,A,C,E,E,D,E,E,A,A,E,E,B,C,B,A,C,D,D,D,C,A,A,C,A,A,B,A,B,A,A,B,E,A,E,A,A,D,D,2.338
ST-19206,ERZFRSW,26,Male,59.32295087,51.86279942,E,C,D,B,D,C,F,E,B,C,E,C,E,D,D,D,C,C,F,B,E,B,D,D,E,E,B,F,D,C,E,D,F,D,F,D,C,B,E,E,1.25
ST-44462,UTODPOS,22,Female,96.83723222,89.4432284,B,B,A,B,A,A,A,A,B,A,A,A,B,B,A,B,B,B,B,B,B,A,A,A,B,B,B,A,A,A,A,A,B,A,A,B,B,A,A,A,3.55
ST-75361,TZKCGJI,25,Female,93.6418281,69.95174757,B,A,A,C,C,C,A,C,B,B,B,B,B,A,C,C,B,A,C,A,C,B,C,A,C,B,C,C,A,A,A,A,C,C,C,B,C,B,C,B,2.85
ST-29744,ECWIPXK,26,Female,50.89683878,78.06187482,C,E,C,C,D,C,A,C,C,D,B,A,D,D,A,B,E,E,E,B,C,B,B,C,A,B,C,D,D,C,E,C,B,E,B,B,E,B,D,A,2.062
ST-28907,UYPKTDT,19,Male,78.54797986,59.96086005,C,D,D,A,B,A,A,C,B,D,E,D,C,A,B,C,A,C,E,B,B,A,D,D,B,C,E,B,E,D,A,E,D,C,B,D,B,C,A,C,2.212
ST-64548,KCMTBMC,25,Male,87.41590614,58.33069766,C,C,B,B,B,A,B,A,B,B,B,D,A,C,A,B,B,A,A,A,B,B,B,C,C,D,D,C,D,C,C,C,C,C,C,A,D,D,C,A,2.6
ST-25598,TVOQDOR,19,Female,67.73878913,58.76998992,E,A,D,C,B,D,A,A,A,C,E,A,E,A,E,E,B,D,C,B,E,A,D,A,A,A,A,C,A,B,D,B,E,A,A,E,C,C,E,A,2.412
ST-34640,ZQSDBHP,24,Male,96.67792071,92.60611586,B,B,A,A,A,A,A,A,A,A,A,B,B,A,A,B,B,B,B,B,B,A,B,A,B,B,B,A,A,A,B,B,B,A,B,B,B,B,B,A,3.45
ST-27079,DRNNDAN,21,Male,95.30748662,99.92236787,A,A,B,B,B,A,B,A,B,B,B,B,B,A,B,A,A,A,A,A,A,A,B,B,B,B,A,B,A,A,B,B,A,A,B,B,A,B,A,B,3.475
ST-03663,QXQMFID,24,Female,57.49472098,68.78454605,A,D,C,C,E,B,C,C,C,C,E,A,B,C,B,D,D,D,C,D,C,A,D,B,B,E,D,C,D,D,E,C,D,E,E,A,D,C,B,C,1.85
ST-86708,XQLLXUK,26,Female,87.15680694,68.67216997,B,A,D,B,C,C,A,A,A,B,B,A,D,C,B,D,C,A,A,B,B,A,D,C,B,A,D,D,A,D,A,A,D,B,C,C,B,B,B,D,2.675
ST-61116,EWQGNZL,23,Male,83.83316241,56.65514889,A,B,D,C,C,D,B,B,C,D,C,C,A,D,B,D,A,D,A,D,B,A,D,D,C,A,A,D,C,B,D,C,B,A,C,A,A,B,B,A,2.5
ST-86703,BUNAOCB,19,Female,58.11959876,97.87014016,B,D,D,C,D,B,C,A,A,D,A,D,D,A,A,D,A,C,B,A,A,A,A,C,D,B,A,C,D,B,B,C,D,B,C,B,A,A,A,D,2.625
ST-43079,CJVLKYD,21,Female,93.98515391,97.59336027,B,A,A,A,A,B,B,A,B,A,A,B,A,A,B,A,B,B,B,B,A,B,B,B,B,A,B,A,A,A,B,B,A,A,B,B,A,A,B,A,3.5
ST-21475,CDLWHLV,24,Male,66.97861451,56.09542288,C,D,B,B,C,B,B,C,C,B,C,C,B,B,D,B,C,A,C,C,B,B,E,A,D,B,E,E,C,E,C,D,A,C,A,B,C,D,D,B,2.225
ST-80948,MMLJHEY,18,Female,57.11123642,57.86916458,B,F,B,F,B,D,B,B,C,D,E,F,E,F,C,B,E,D,B,B,D,C,F,C,C,D,B,B,D,E,C,B,B,D,F,C,E,E,E,D,1.538
ST-69876,LGAJLVI,19,Male,56.09936681,63.54393749,F,E,E,E,F,F,C,D,D,C,E,B,C,D,D,B,D,B,C,E,F,D,C,F,E,E,F,C,C,D,E,B,E,F,B,B,E,D,D,C,1.2
ST-28178,NURNARE,24,Female,85.85016375,65.74519587,B,D,C,B,B,D,A,B,C,A,B,C,B,C,B,A,C,C,A,B,D,D,D,C,A,C,C,C,C,A,A,C,A,B,B,C,D,C,B,A,2.575
ST-80322,RUQZTKX,18,Female,64.31750869,84.87452347,A,A,A,A,A,D,D,C,C,B,B,A,B,B,A,A,D,D,C,A,B,C,D,D,C,D,B,B,B,D,B,C,A,B,D,A,A,A,B,C,2.7
ST-37652,XNPQIWQ,22,Female,92.41228486,80.72002805,C,A,A,B,A,A,C,B,B,A,B,A,B,C,B,C,A,C,A,B,C,C,A,C,A,A,A,A,C,B,B,C,C,A,B,A,C,A,A,A,3.15
ST-24962,WNAPQST,23,Female,95.73471659,65.43832425,A,C,B,A,B,C,A,C,A,B,A,B,B,B,B,C,A,A,A,C,B,B,A,A,A,B,B,A,C,A,A,A,C,C,A,C,C,B,C,C,3.1
ST-85526,AQWGQXT,24,Male,86.937423,71.03136306,D,A,D,B,D,D,A,D,C,A,B,B,C,B,B,C,B,D,C,D,A,C,D,B,D,A,A,A,B,B,B,C,D,B,D,B,A,A,C,D,2.45
ST-95571,TUVGZMR,25,Female,84.54224913,50.21996536,C,B,E,B,E,E,A,E,C,E,A,E,B,D,D,E,A,B,C,B,C,C,C,E,D,C,A,A,B,B,C,B,D,A,B,C,E,D,A,D,2.088
ST-66542,TCXOYGU,23,Female,97.33232663,82.63970059,B,A,A,A,B,A,C,A,C,B,C,A,C,C,C,B,A,C,A,C,A,A,B,A,A,C,A,C,A,A,A,A,B,C,A,A,A,A,B,B,3.25
ST-73901,JMETJBK,20,Female,95.23875893,53.79119165,C,A,A,A,C,C,C,C,A,C,C,D,D,D,C,B,A,D,D,C,A,B,B,D,C,C,A,B,D,A,D,D,C,B,D,D,B,C,C,C,2.275
ST-19176,ZOXMRWU,25,Male,94.32505656,50.76906205,A,C,B,B,A,C,B,A,D,A,D,C,A,A,C,B,C,B,D,D,C,A,D,C,A,C,A,B,D,A,D,D,A,C,D,D,B,B,A,D,2.525
ST-07832,IWSLALB,25,Female,64.83819167,59.02574985,D,D,E,B,B,A,E,B,C,A,D,E,D,D,A,C,B,C,C,D,A,E,E,B,C,B,E,D,A,C,A,D,C,D,E,E,A,C,B,D,1.975
ST-61317,MKEBVFI,26,Male,71.29364405,64.86637308,C,E,D,E,D,A,C,C,D,D,A,C,B,C,E,E,B,B,D,B,B,E,E,D,A,C,D,E,C,B,A,A,A,B,E,A,A,E,B,D,2.062
ST-42308,NEMVRPE,22,Male,59.46048229,84.75973706,A,C,B,D,B,A,A,C,B,C,D,D,A,A,D,D,B,A,C,A,A,C,A,C,C,C,A,C,B,D,D,D,D,B,C,A,C,D,B,D,2.45
ST-26172,ZTOBSUT,22,Female,97.14825627,57.01217237,D,D,B,A,C,D,D,B,B,B,B,B,A,A,D,C,A,B,D,D,C,D,B,A,C,A,D,C,A,C,A,B,D,B,B,A,D,B,C,A,2.525
ST-15279,KEAKGTZ,21,Female,54.89302654,99.19726563,D,D,B,B,B,B,D,B,C,A,C,A,B,A,D,C,C,B,D,B,B,D,C,D,A,D,C,B,A,D,B,A,A,B,C,B,B,C,B,C,2.5
ST-96909,OWEIIIJ,24,Male,58.81806529,54.06338386,C,C,D,F,D,B,E,C,E,B,F,D,E,D,F,D,E,D,B,F,F,B,D,B,E,C,B,B,F,F,C,B,D,D,D,B,E,F,C,F,1.3
ST-82189,OTLIZFB,22,Female,82.74323517,57.35802197,C,C,B,B,C,C,A,D,A,B,A,A,D,C,D,B,D,D,D,D,C,B,A,C,B,C,C,B,D,D,C,B,D,A,A,A,A,B,B,C,2.45
ST-76181,GBEJILT,18,Female,98.85804118,55.25516386,D,C,C,A,D,D,D,A,C,C,C,B,D,A,D,C,C,D,B,C,B,C,D,A,B,D,A,A,C,B,B,C,C,D,A,A,C,A,C,B,2.375
ST-45769,YPBAISY,18,Male,96.47722758,58.32232532,D,A,D,B,D,C,C,A,C,D,D,A,A,C,A,A,A,A,B,D,B,D,B,A,B,A,A,B,D,C,D,A,A,D,B,B,A,D,B,B,2.675
ST-01830,JTHKFXH,22,Male,61.66727612,91.74045876,C,B,D,D,D,B,B,A,D,A,B,B,C,D,A,A,A,D,D,A,C,A,D,A,B,D,B,C,B,C,B,D,B,B,C,B,D,B,C,C,2.45
ST-14986,VFPALLZ,20,Male,59.64079008,95.35808753,C,A,C,A,A,A,B,C,D,D,D,D,D,B,D,A,A,A,A,B,C,A,C,B,C,D,A,D,A,B,B,B,C,A,A,A,D,B,A,A,2.775
ST-16668,EPJPPOJ,19,Female,93.85189751,90.40550732,B,B,B,B,B,B,A,B,A,B,A,A,B,A,A,A,A,A,A,A,B,B,A,B,A,B,A,A,A,B,A,B,A,B,B,A,B,A,A,B,3.525
ST-65602,EYMVLCR,20,Male,96.89174976,58.47375895,D,B,A,D,D,C,B,C,D,B,C,D,C,B,D,D,C,C,C,A,B,D,A,A,B,A,A,A,A,D,B,A,C,C,D,D,C,B,D,C,2.35
ST-17446,FVLZZVP,22,Male,91.48176624,56.91411509,D,B,C,B,C,C,A,C,D,D,D,C,D,C,B,D,A,A,B,C,B,B,A,C,C,A,D,B,D,A,D,B,C,B,B,A,B,C,C,C,2.4
ST-97456,ZMODRQV,18,Female,64.13592062,55.81752538,B,D,B,E,E,B,D,C,B,F,F,D,C,E,E,B,F,F,B,E,D,D,C,C,F,B,D,C,F,F,C,C,F,F,F,E,F,D,F,D,1.15
ST-39798,XMHOIKA,18,Male,78.68161474,90.96695087,A,B,B,C,B,B,C,A,B,C,B,B,C,C,C,B,B,B,C,B,B,B,B,A,A,B,A,C,A,B,B,A,A,B,A,B,B,B,B,A,3.05
ST-42579,XAHHCJM,22,Female,83.23869319,86.69453878,B,B,C,C,B,C,C,A,A,B,B,B,B,C,A,A,A,C,A,A,C,A,B,C,A,A,C,C,A,A,B,A,A,A,A,A,A,B,B,B,3.2
ST-64247,XRFLZRF,26,Female,91.49458032,73.16202211,C,A,C,A,A,A,B,C,A,C,C,B,A,B,A,B,C,C,B,B,A,B,C,B,A,A,B,C,A,B,A,A,A,B,A,C,A,C,A,C,3.125
ST-37643,LYTPTPD,18,Female,58.81742958,62.37637476,B,E,D,C,C,E,A,D,D,C,C,B,E,B,B,E,E,E,D,E,E,D,C,C,C,A,C,A,A,D,E,B,C,E,E,B,E,D,C,E,1.688
ST-25668,BCONEXF,26,Male,56.87168149,78.65716152,B,A,C,C,E,E,D,A,B,E,B,D,E,C,E,C,A,C,D,E,A,D,D,A,E,E,B,D,B,A,B,A,A,D,E,C,E,E,C,B,1.988
ST-90989,PEGTACC,18,Male,63.57871287,61.43691083,A,D,E,B,C,C,B,E,A,D,B,D,B,B,A,C,B,D,C,A,B,C,B,D,E,A,B,D,D,E,D,E,E,D,B,E,D,D,D,D,1.912
ST-53693,AUWDHGJ,22,Male,83.01747557,92.24385001,A,A,C,B,C,A,A,C,A,A,B,B,B,C,A,B,B,C,B,C,B,B,B,B,A,B,B,C,A,A,C,B,B,B,C,C,A,A,C,A,3.05
ST-66622,QXSHZMA,23,Male,59.91052384,55.64206285,E,E,F,D,B,C,E,F,E,D,E,E,C,C,C,F,D,B,B,B,C,C,E,B,D,E,C,E,C,D,C,C,D,B,E,C,D,E,E,E,1.338
ST-22535,QQDLSGX,21,Male,60.72695254,99.83865695,A,B,C,A,A,B,B,A,A,C,A,A,A,B,A,B,B,B,C,C,A,B,C,A,B,A,B,C,A,B,C,B,A,C,B,B,C,A,A,B,3.175
ST-00736,FZGTGDV,25,Male,61.43957264,83.12091198,C,A,D,D,A,B,C,C,D,C,B,B,D,C,D,C,A,D,C,C,C,D,D,C,C,D,B,A,A,C,A,C,A,C,B,B,D,B,C,A,2.325
ST-56665,PGFTAWP,24,Female,65.95042031,79.91138479,B,D,C,A,D,A,C,A,D,A,C,D,C,C,A,B,B,C,D,C,C,D,D,D,C,C,D,A,B,C,B,C,A,C,B,A,A,A,D,A,2.45
